8,IQ,47
9,CZ,43
12,TM,6
17,RY,32
22,HW,34
30,JP,13
34,OY,4
34,PP,48
36,SY,13
41,VU,32
53,DM,52
58,GC,3
60,VZ,23
64,OY,6
67,XL,30
68,EJ,41
70,XR,59
70,YA,34
78,TW,53
82,XH,7
86,PH,30
87,LV,6
89,UN,36
99,EH,21
103,LI,33
104,JE,55
108,VU,21
112,PO,28
115,OA,9
116,LN,41
121,BR,42
124,BI,36
134,QA,23
136,LD,42
142,RI,32
143,QG,40
143,SY,10
144,XX,58
147,BM,22
149,UW,42
152,CM,22
155,MZ,3
157,EM,45
161,TR,12
161,TX,16
162,PO,11
163,JB,13
168,QX,43
169,TZ,9
170,KA,58
171,KR,48
171,NC,34
189,WQ,50
192,AS,39
196,VO,34
198,LP,26
201,JF,29
202,OE,31
206,BM,59
209,IS,12
210,HX,20
215,HR,23
215,NO,51
223,RC,37
225,QK,36
231,BB,24
235,XS,33
238,KT,1
239,IK,8
247,JA,30
253,AR,27
255,IZ,19
256,DH,51
257,CQ,34
258,LC,47
262,GR,4
265,MT,33
272,CO,25
273,MX,1
280,HZ,35
281,PJ,52
287,OZ,14
288,DP,8
291,BY,17
291,PF,36
292,KK,19
294,MR,26
300,CZ,46
305,IX,36
305,LA,1
309,BI,16
310,PS,3
311,LV,10
311,NK,46
312,LZ,20
312,SU,20
313,CQ,21
324,RF,21
326,GK,7
328,PY,45
334,EG,3
335,EL,38
336,WO,37
337,IL,6
345,LE,4
360,GM,43
370,SO,23
377,FJ,4
381,YP,43
396,LU,23
400,MP,8
402,RJ,50
403,BT,60
407,GX,42
414,GV,47
414,XZ,55
415,FO,38
416,PL,16
416,ZI,57
418,DM,11
422,ES,33
428,YD,30
430,XH,23
431,YW,15
433,HU,5
434,WK,28
435,NF,14
437,QM,54
438,YN,17
450,KC,28
459,BU,1
462,CG,37
465,AQ,4
466,XH,22
468,EI,34
470,LU,44
471,CO,58
474,QC,34
478,ND,7
482,XV,58
485,LE,46
497,JW,32
500,EZ,40
501,HF,15
504,MY,28
512,KY,37
515,RE,34
516,KT,11
519,YF,12
533,UK,9
538,PD,43
539,PI,35
539,TY,14
539,YU,3
541,WR,24
546,DH,3
548,GQ,13
548,MG,40
557,SJ,60
557,YY,53
560,QA,10
572,UU,21
575,AY,25
575,XT,53
576,QV,57
577,GQ,17
580,KA,23
583,CE,4
588,GX,16
590,RJ,56
591,CA,52
596,RI,58
598,CI,11
600,WJ,41
603,LF,25
606,CM,12
606,GJ,47
612,NU,30
614,IL,26
618,PH,45
619,IB,48
622,VU,34
627,RL,19
637,QB,37
642,VH,5
644,LK,6
647,TK,41
651,YT,30
653,TL,33
655,YS,41
658,LV,56
659,HB,44
666,ZY,55
675,KD,41
677,MU,29
680,IR,3
691,HN,12
696,NN,22
698,BL,21
698,HP,17
704,HK,10
706,DH,28
708,ZL,42
712,XV,56
722,BD,4
724,PF,1
727,YT,21
729,AH,29
735,DH,30
736,CG,38
736,WM,53
740,AK,6
746,FX,11
747,DZ,55
749,XA,12
752,TY,8
754,RY,41
754,SH,45
757,RL,36
761,RP,5
775,RO,48
777,PE,2
781,FG,51
781,ZO,22
792,EV,43
792,TZ,39
794,CL,47
794,KO,43
797,OI,7
799,SQ,46
811,BT,17
813,RV,48
814,YE,52
819,XX,44
825,YT,19
830,OS,54
831,AE,6
834,TS,24
835,UN,17
839,HD,23
841,AI,36
841,PJ,26
854,IC,40
854,NI,50
855,MD,46
866,QW,60
874,BP,1
874,PY,57
876,GK,25
877,WA,28
880,VS,9
886,BZ,21
887,WE,18
888,ZH,34
894,LF,44
898,YM,45
907,GA,15
921,VV,45
925,VY,50
926,KJ,43
932,XQ,4
934,EK,54
935,HH,58
936,GN,56
957,ON,43
986,KW,25
987,ZJ,25
988,FR,12
990,KC,25
992,XI,51
